"CodePersonne","Nom_pdox","Qualite","Identité","Nom","occupation","rattachement","Surnom","Diminutif","titre","sexe"
54,"Johanni Bonivardi Mayori",,"Johan Bonivard le Grand","Johan Bonivard",,,,,,"M"
544,"Johanni Breton",,"Johan Breton","Johan Breton",,,,,,"M"
546,"Johanni Burtout","theoconico","Johan Burtout theoconico","Johan Burtout","theoconico",,,,,"M"
23,"Johanni Chabondi",,"Johan Chabond","Johan Chabond",,,,,,"M"
173,"Johanni Chasteler","marchand?","Johan de Castelerio marchand de Chambéry","Johan de Castelerio","marchand",,,,,"M"
336,"Johanni Cousiaco",,"Johan de Cusiriaco","Johan de Cusiriaco",,,,,,"M"
144,"Johanni d' Avranche","pelletier de Paris","Johan d'Avranche pelletier de Paris","Johan d'Avranche","pelletier",,,,,"M"
147,"Johanni de Bergini","drappier?","Johan de Bergin drapier","Johan de Bergin","drapier",,,,,"M"
194,"Johanni de Bineria","terrasier","Johan de Bineria terrassier","Johan de Bineria","terrassier",,,,,"M"
116,"Johanni de Castelerio","habitant de Chambéry marchand","Johan de Castelerio marchand de Chambéry","Johan de Castelerio","marchand",,,,,"M"
634,"Johanni de Castella","marchand?","Johan de Castelerio marchand de Chambéry","Johan de Castelerio","marchand",,,,,"M"
551,"Johanni de Cusiriaco",,"Johan de Cusiriaco","Johan de Cusiriaco",,,,,,"M"
550,"Johanni de Fabricis","citoyen de Lyon marchand ?","Johan de Fabrici marchand de lyon","Johan fabrici","marchand",,,,,"M"
357,"Johanni de Fonte","chapelain du Comte de Genève","Johan de Fonte chapelain d'Amédée III","Johan de Fonte","chapelain","amédée III",,,,"M"
594,"Johanni de Garnell...?","écuyer de Gordani de Burgenistam","Johan Garnell.. écuyer de Gordoni de Burgenistan",,"écuyer",,,,,"M"
590,"Johanni de Garneti",,"Johan Garnet","Johan Garnet",,,,,,"M"
787,"Johanni de Gastgina Belleville",,"Johan de Gastgina Belleville","Johan de Gastgina Belleville",,,,,,"M"
446,"Johanni de Lianeres",,"Johan de Lianeres","Johan de Lianeres",,,,,,"M"
191,"Johanni de Loreni","terrassier","Johan de Loreni le terrassier","Johan de Loreni","terrassier",,,,,"M"
570,"Johanni de Machanz","valet du Roi de France","Johan de Marchand valet de Louis X roi de France","Johan de Marchand","valet",,,,,"M"
301,"Johanni de Maco",,"Johan Maco","Johan Maco",,,,,,"M"
496,"Johanni de Mayrmo",,"Johan de Mayrmo","Johan de Mayrmo",,,,,,"M"
163,"Johanni de Monchrisiaco",,"Johan de Montchrisiano","Johan de Montchrisiano",,,,,,"M"
761,"Johanni de Monz",,"Johan de Monz","Johan de Monz",,,,,,"M"
731,"Johanni de Porta",,"Johan de Porta","Johan de Porta",,,,,,"M"
411,"Johanni de Ragiaco","charpentier","Johan de Ragiez le charpentier","Johan de Ragiez","charpentier",,,,,"M"
202,"Johanni de Richemontem","Domino et chevalier","Johan de Richemont","Johan de Richemont","chevalier",,,,"seigneur","M"
435,"Johanni de Salino","écuyer de la future femme d'A6 Jehanne","Johan de Salin écuyer de jehanne de Bourgogne","Johan de Salin","écuyer","jehanne de Bourgogne",,,,"M"
22,"Johanni de Sancto Eugendo","Lathomo","Johan de Saint-Eugène le maçon","Johan de saint-Eugène","maçon",,,,,"M"
649,"Johanni de Savoie","(sous Eduardi)","Johan de Savoie sous Édouard","Johan de Savoie",,,,,,"M"
365,"Johanni de Savoie","frère d'A6","Johan de Savoie frère d'Amédée VI","Johan de Savoie","fils","Aymon comte de savoie",,,,"M"
404,"Johanni de Syon",,"Johan de Syon","Johan de Syon",,,,,,"M"
645,"Johanni de Vaylliaco",,"Johan de Vaylaiaco","Johan de Vaylaiaco",,,,,,"M"
599,"Johanni de Virmara","magistro","maître johan de Virmara","maître johan de Virmara",,,,,"maître","M"
403,"Johanni Delamart",,"Johan Delamart","Johan Delamart",,,,,,"M"
326,"Johanni Deniseti","pelletier de Chambéry","Johan Deniset pelletier de chambéry","Johan Deniset","pelletier",,,,,"M"
592,"Johanni dit le velud","marchand?","Johan dit le Velu","Johan","marchand",,,,,"M"
492,"Johanni Frerardi","organiste","Jacoohan Frerard organiste","Johan Frerard","organiste",,,,,"M"
476,"Johanni Frilla",,"Johan Frilla","Johan Frilla",,,,,,"M"
554,"Johanni Horthondi",,"Johan Hortondi","Johan Hortondi",,,,,,"M"
753,"Johanni Joilleti",,"Johan Joillet","Johan Joillet",,,,,,"M"
422,"Johanni Joli","pannetier A6","Johan Joli panetier d'Amédée VI","Johan Joli","panetier","Amédée VI, comte de Savoie",,,,"M"
88,"Johanni Loreneri",,"Johan Loreneti","Johan Loreneti",,,,,,"M"
789,"Johanni Marco","Facioto","Johan Marco factotum","Johan Marco","factotum",,,,,"M"
250,"Johanni Marescalci",,"Johan Maréchal","Johan Maréchal",,,,,,"M"
715,"Johanni Masca d'Albor",,"Johan Masca d'Albor","Johan Masca d'Albor",,,,,,"M"
721,"Johanni Migili",,"Johan Migili","Johan Migili",,,,,,"M"
652,"Johanni Mongueri",,"Johan Mongueri","Johan Mongueri",,,,,,"M"
237,"Johanni Odetti","citoyen de Lyon et pelletier","Johan Odetti le pelletier de Lyon","Johan Odetti","pelletier",,,,,"M"
317,"Johanni Osselli de Ponte",,"Johan Osselli de Ponte","Johan Osselli de Ponte",,,,,,"M"
282,"Johanni Picardi","marchand","Johan Picard marchand de Chambéry","Johan Picard","marchand",,,,,"M"
284,"Johanni Rameleti","armeatori","Johan Ramelet armurier","Johan Ramelet armurier","armurier",,,,,"M"
213,"Johanni Silvestri","de Chambéry","Johan Silvestri de Chamlbéry","Johan Silvestri",,,,,,"M"
595,"Johanni Ulot","lathomo de paris","Johan Ulot maçon de Paris","Johan Ulot","maçon",,,,,"M"
531,"Johanni Vango de ?",,"Johan Vango de ..","Johan Vango de ..",,,,,,"M"
109,"Johannis de Viveriis",,"Johan de Vivier","Johan de Vivier",,,,,,"M"
181,"Jonita Percevallo","charpentier","Johannet Perceval le charpentier","Johannet Perceval","charpentier",,,,,"M"
657,"Jordano de Boc Esraynt","chevalier Allemand","Jordan de Boc Esraynt chevalier allemand","Jordan de Boc Esraynt","chevalier",,,,,"M"
118,"Katerine","Dame","Dame Catherine","Dame Catherine","dame",,,,,"F"
55,"Kathelote","Damoiselle de la Dame Comtesse Marie","Cathelotte demoiselle de la comtesse Marie","Cathelotte","damoiselle","Marie comtesse de Savoie",,,,"F"
145,"Katrina","fille d' A5","Catherine fille d'Amédée V","Catherine","fille","Amédée V",,,,"F"
539,"La dite Clericita",,"La dite Clericita","La dite Clericita",,,,,,"F"
248,"la dite Fichaille",,"La dite Fichaille","La dite Fichaille",,,,,,"F"
602,"Laudondo","clerc A5","Laudondo clerc d'Améde V","Aludondo","clerc","Amédée V",,,,"M"
421,"le dit Apert",,"Le dit Apert","Le dit Apert",,,,,,"M"
424,"Le dit Baclo",,"Le dit Baclo de Caribus","Le dit Baclo de Caribus",,,,,,"M"
806,"le dit baclo de Caribus",,"Le dit Baclo de Caribus","Le dit Baclo de Caribus",,,,,,"M"
737,"le dit Baverna",,"Le dit Baverne","Le dit Baverne",,,,,,"M"
324,"le dit Bonen...?",,"Le dit Bonen...","Le dit Bonen...",,,,,,"M"
459,"le dit Bret","magistro ingeniatori","Le dit Bret maître ingénieur","Le dit Bret","ingénieur",,,,"maître","M"
445,"Le dit Buorno",,"Le dit Buomo","Le dit Buomo",,,,,,"M"
801,"le dit Campa Colombeto",,"le dit Campa Colombeto","le dit Campa Colombeto",,,,,,"M"
159,"le dit Capelam","drappier?","le dit Capelam","le dit Capelam",,,,,,"M"
233,"le dit Carrel","ménestrel  de domino Ludovici de Clermont","Le dit Carrel ménestrier de Louis de Clermont","Le dit Carrel","ménestrier",,,,,"M"
752,"le dit Charlon",,"le dit Charlon","le dit Charlon",,,,,,"M"
439,"le dit Chimalier",,"le dit Chimalier","le dit Chimalier",,,,,,"M"
803,"le dit Dorria",,"le dit Dorria","le dit Dorria",,,,,,"M"
374,"Le dit Facior",,"Le dit Facior","Le dit Facior",,,,,,"M"
253,"le dit Feterna",,"le dit Feterna","le dit Feterna",,,,,,"M"
655,"le dit Johanni","drappier","Le dit Johan drapier","Le dit Johan","drapier",,,,,"M"
187,"le dit Lando",,"Le dit Lando","Le dit Lando",,,,,,"M"
323,"le dit Latompeta?",,"Le dit Latrompete","Le dit Latrompete",,,,,,"M"
408,"le dit Lelabelli","cuisinier d'A6","Le dit Lelabelli cuisinier d'Amédée VI","Le dit Lelabelli","cuisinier","Amédée VI, comte de Savoie",,,,"M"
447,"Le dit Locopenne","clercs","Le dit Locopenne clerc","Le dit Locopenne","clerc",,,,,"M"
328,"le dit Loneconti","nouveau messager de Yolande","Le dit Loneconti messager de Yolande comtesse de Savoie","le dit Loceconti","messager","Yolande comtesse de savoie",,,,"M"
484,"Le dit Lucho Musi",,"Le dit Lucho Musi","Le dit Lucho Musi",,,,,,"M"
451,"le dit Millet Brenero",,"Le dit Millet Brenero","Le dit Millet Brenero",,,,,,"M"
448,"Le dit Page","gardien des vignes d'A6 à St Georges","Le dit Page gardien des vignes de Saint-Georges","Le dit Page","gardien des vignes","Amédée VI, comte de Savoie",,,,"M"
279,"le dit Rogerre","tondeur","Le dit rogerre tondeur","Le dit Rogerre","tondeur",,,,,"M"
339,"le grand cheval d'Aymon",,"Le grand cheval d'Aymon",,,"Aymon comte de savoie",,,,"M"
310,"Lemissacio","médecin magistro","Lemissacio maître médecin","Lemissacio","médecin",,,,"maître","M"
665,"Leone de Rupercula","Domine","Léone de Rupercula","Léone de Rupercula",,,,,"seigneur","F"
888,"les nouveaux chevaliers",,"Nouveau chevalier","Nouveau chevalier","chevalier","Aymon comte de savoie",,,,"M"
199,"Liarre",,"Liarre","Liarre",,,,,,"M"
862,"Lombards","de Chambéry","Lombards de Chambéry","Lombards de Chambéry","lombard",,,,,"M"
879,"Lombards de Costa",,"Lombards de Costa","Lombards de Costa","lombard",,,,,"M"
606,"Ludi","Domini chancellier","Ludi chancelier d'Amédée V","Ludi","chancelier","Amédée V",,,"seigneur","M"
778,"Ludoni",,"Ludon","Ludon",,,,,,"M"
349,"Ludovico","Domino","Seigneur Louis","Seigneur Louis",,,,,"seigneur","M"
517,"Ludovico",,"Louis","Louis",,,,,,"M"
556,"Ludovico de Savoie",,"Louis de Savoie sous Amédée V","Louis de Savoie",,,,,,"M"
393,"Luppi",,"Luppi","Luppi",,,,,,"M"
190,"Maliorri","lathomo","Maliorri le maçon","Maliorii","maçon",,,,,"M"
710,"Manissei de Aquabella",,"Manissei d'Aiguebelle",,,,,,,"M"
891,"Manneto Calucusani","marchand de Turin","Manneto Calucusani marchand de Turin","Manneto Calucusiani","marchand",,,,,"M"
285,"Marchioni Montifflati","Domini","Marquis de Montferrat","Marquis de Montferrat",,,,,"seigneur","M"
815,"marchionis","Domini","Marquis de Montferrat","Marquis de Montferrat",,,,,"seigneur","M"
371,"Marchionis Montiferati",,"Marquis de Montferrat","Marquis de Montferrat",,,,,"seigneur","M"
644,"Marescalci","clerc d'Eduardi","Maréchal clerc d'Édouard","Maréchal","clerc","Édouard comte de Savoie",,,,"M"
508,"Margarita","Domina fille d'A5","Marguerite de Savoie fille d'Amédée V","Marguerite de Savoie","fille","Amédée V",,,,"F"
510,"Margarita","nourrice","Marguerite la nourrisse","Marguerite",,,,,,"F"
663,"Margarita Bonivarde",,"Marguerite Bonivard","Marguerite Bonivard",,,,,,"F"
858,"Maria","Domina","Dame Marie","Dame Marie",,,,,"dame","F"
52,"Marie","Comtesse femme d'A5","Marie comtesse de Savoie","Marie comtesse de Savoie","femme","Amédée V",,,"comtesse","F"
60,"Marie","fille d'A5","Marie fille d'Amédée V","Marie fille d'Amédée V","fille","Amédée V",,,"duchesse","F"
34,"Marquise","fille d'  Amédée 5","Marquise duchesse fille d'Améde V","Marquise duchesse fille d'Améde V","fille","Amédée V",,,"duchesse","F"
850,"Marquise","soeur d'Aymon","Marquise duchesse fille d'Améde V","Marquise duchesse fille d'Améde V","fille","Amédée V",,,"duchesse","F"
160,"Marquise Duchesse","fille d'A5","Marquise duchesse fille d'Améde V","Marquise duchesse fille d'Améde V","fille","Amédée V",,,"duchesse","F"
91,"Marteronise","Domine","Dame Marteronise","Dame Marteronise",,,,,"dame","F"
734,"Martimondo",,"Martimondo","Martimondo",,,,,,"M"
85,"Martini Berra",,"Martin Berra","Martin Berra",,,,,,"M"
641,"Martino de Saissello","magistro chapellain de Vienne","Martin de Seyselle chapelain de Vienne","Martin de Seyselle","chapelain",,,,"maître","M"
726,"Mathera","chambrier d'Aymon","Mathera chambrier d'Aymon","Mathera","chambrier","Aymon comte de savoie",,,,"M"
536,"Mellino",,"Mellino","Mellino",,,,,,"M"
341,"Melmeto","pelletier de Chambéry","Melmet pelletier de Chambéey","Melmet","pelletier",,,,,"M"
519,"Merlino",,"Merlin","Marlin",,,,,,"M"
278,"Mermeto Chabondi de Ripperia","tondeur","Mermet Chabond de Ripperia tondeur","Mermet Chabond","tondeur",,,,,"M"
343,"Mermeto de Rochia","pelletier","Mermet de Rochia pelletier","Mermet de Rochia","pelletier",,,,,"M"
334,"Mermeto de Rumeria","tondeur","Mermet de Rumeria tondeur","Mermet de Rumeria","tondeur",,,,,"M"
329,"Mermeto de Rupper","pelletier","Mermet de Rupper pelletier","Mermet de Rupper","pelletier",,,,,"M"
235,"Mermeto Rogario","tondeur","Mermet Rogario tondeur","Mermet Rogario",,,,,,"M"
79,"Mermondo","cuisine","Mermond de la cuisine d'Amédée V","Mermond","de la cuisine","Amédée V",,,,"M"
117,"Mermondo","feu","Mermond (mort)","Mermond",,,,,,"M"
149,"Mermondo Perrerio","lathomo","Mermond Perrerio maçon","Mermond Perrerio","maçon",,,,,"M"
626,"Michaeli de Camera",,"Michel de la Chambre","Michel de la Chambre",,,,,,"M"
342,"Michando","tondeur habitant de Lyon","Michel tondeur de Lyon","Michel","tondeur",,,,,"M"
348,"Michele Rosset","pelletier","Michel Rosset pelletier","Michel Rosset","pelletier",,,,,"M"
206,"Miolani","Domini","Seigneur de Miolans","Seigneur de Miolans",,,,,"seigneur","M"
620,"Miolani de Alpibus",,"Miolan de Alpibus","Miolan de Alpibus",,,,,,"M"
563,"Monterenalo",,"Monteranalo","Monteranalo",,,,,"seigneur","M"
866,"Montiferrati","Marquis","Marquis de Montferrat","Marquis de Montferrat",,,,,,"M"
244,"Mostelerio","pelletier de Chambéry","Mostelerio pelletier de Chambéry","Mostellerio","pelletier",,,,,"M"
791,"Nachie Fornario",,"Nachie Fornario","Nachie Fornario",,,,,,"M"
677,"Nichieto",,"Nicolas","Nicolas",,,,,,"M"
133,"Nichola de Mengiorco",,"Nicolas de Menguez","Nicolas de Menguez",,,,,,"M"
103,"Nichola de Meuguez",,"Nicolas de Menguez","Nicolas de Menguez",,,,,,"M"
62,"Nicholao de Bignino",,"Nicolas de Bignin",,,,,,,"M"
87,"Nicholao de Playsencia",,"Nicolas de Plaisance",,,,,,,"M"
146,"Nichole","fille de mercier","Nicole du Bourget fille de mercier Johan Arthondi","Nicole","mercier",,,,,"F"
126,"Nichole de Burgeto","fille de Johanni de Arthondi","Nicole du Bourget fille de mercier Johan Arthondi","Nicole","mercier",,,,,"F"
565,"Nicholeti Picoleri",,"Nicolet Picoleri","Nicolet Picoleri",,,,,,"M"
302,"Nicholeto de Sancto Genesi",,"Nicolet de Saint-Genix","Nicolet de Saint-Genix",,,,,,"M"
102,"Nicolas de Burgeti",,"Nicolas du Bourget","Nicolas du Bourget",,,,,,"M"
501,"Nicole","mercière de Chambéry","Nicole mercière de Chambéry","Nicole","mercier",,,,,"F"
125,"Nicole de Mongie",,"Nicole de Monge","Nicole de Monge",,,,,,"M"
618,"Nicoleti de Alpibus","écuyer d'Eduardi","Nicolet des Alpes écuyer d'Édouard","Nicolet des Alpes","écuyer","Édouard comte de Savoie",,,,"M"
673,"Nicondo de Soluerio de suburgo",,"Nicodon de Soluerio de Suburgo","Nicodon de Soluerio de Suburgo",,,,,,"M"
609,"Noeri","Domino","Seigneur Noeri","Seigneur Noeri",,,,,,"M"
467,"Nycoleto Francisco","de Chambéry","Nicolet François de Chambéry","Nicolet François",,,,,,"M"
290,"Ogeri","cisori d'Aymon  et Yolande","Ogier tailleur d'Aymon et de Yolande","Ogier","tailleur","Aymon comte de savoie",,,,"M"
378,"Ogerii Batard d'A6",,"Ogier bâtard d'Amédée VI","Ogier","bâtard","Amédée VI, comte de Savoie",,,"bâtard","M"
765,"Panneterie d'A5",,"paneterie d'Amédée V","paneterie","paneterie","Amédée V",,,,"M"
78,"Panteroto","portier","Panteroto le portier d'Amédée V","Panteroto","portier","Amédée V",,,,"M"
32,"Pauvres",,"pauvre","pauvre","pauvre",,,,,"M"
71,"Pereto torneri",,"Peret Torneri","Peret Torneri",,,,,,"M"
667,"Perino de Viriseto","Domino","Perin de Virisset","Perin de Virisset",,,,,"seigneur","M"
135,"Peronete","fille de Johanni Arthondi","Peronette fille de Johan Arthondi","Peronette","mercier",,,,,"F"
633,"Peroneti de Monte Gelato",,"Peronet de Montgelas","Peronet de Montgelas",,,,,,"M"
568,"Peroneti de Sancto Symphori",,"Peronet de Saint-Symphorien","Peronet de Saint-Symphorien",,,,,,"M"
585,"Peroneto","veneur d' A5","Peronet veneur d'Amédeé V","Peronet","veneur","Amédée V",,,,"M"
630,"Peroneto Chamiero","couturier du Conte Eduardi","Peronet Chamiero couturier d'Édouard","Peronet Chamiero","tailleur","Édouard comte de Savoie",,,,"M"
335,"Perono","tondeur","Perin tondeur","Perin tondeur","tondeur",,,,,"M"
344,"Peronono","tondeur","Perin tondeur","Perin tondeur","tondeur",,,,,"M"
291,"Peroti","cisori d'Aymon","Peret tailleur d'Aymon","Peret","tailleur","Aymon comte de savoie",,,,"M"
300,"Peroti de Reins","familier d'Aymon et de Yolande","Peret de Reims familier d'Aymon et de Yolande","Peret de Reims","familier","Aymon comte de savoie",,,,"M"
340,"Perroti de Channeto","pelletier de Chambéry","Peret de Channet pelletier de Chambéry","Peret de Channet","pelletier",,,,,"M"
143,"Perrudo Conchays","fournisseur de Johanni d' Avranche","Peret Conchaychay pelletier et fournisseur de Johan d'Avranche","Peret Conchay","pelletier","Johan d'Avranche pelletier de Paris",,,,"M"
790,"Perto de Furuo","cuisine","Peret de Furuo de la cuisine d'Amédée VI","Peret de Furuo","de la cuisine","Amédée VI, comte de Savoie",,,,"M"
251,"Petri","domini de Castelione","Pierre de Châtillon","Pierre de Châtillon",,,,,"seigneur","M"
502,"Petri","magistri","maître Pierre","maître Pierre",,,,,"maître","M"
724,"Petri Baleri (feu)",,"Pierre Baleri (mort)","Pierre Baleri (mort)",,,,,,"M"
273,"Petri Cirobandi",,"Pierre Cirobandi","Pierre Cirobandi",,,,,,"M"
559,"Petri Clerici",,"Pierre Clerc","Pierre clerc",,,,,,"M"
612,"Petri de Claromonte",,"Pierre de Clermont","Pierre de Clermont",,,,,,"M"
880,"Petri de Montegelati","Domini,chatelain de Maurienne","Pierre de Mongelat châtelain de Maurienne","Pierre de Montgelat",,,,,"seigneur","M"
280,"Petri de Sancto Symphorium","chapelain d'Aymon","Pierre de Saint-Symphorien chapelain d'Aymon","Pierre de Saint-Symphorien","chapelain","Aymon comte de savoie",,,,"M"
359,"Petri Friens?",,"Pierre Friens","Pierre Friens",,,,,,"M"
388,"Petri Galiandi","Domino chapelain A6","Pierre Galien le chapelain d'amédée V","Pierre Galien","chapelain","Amédée VI, comte de Savoie",,,"seigneur","M"
353,"Petri Laniar","Domino","Pierre Laniar","Pierre Laniar",,,,,"seigneur","M"
760,"Petri Milini","magistri","maître Pierre Milini","Pierre Milini",,,,,"maître","M"
245,"Petri Pugnay","pelletier de Chambéry","Pierre Pugnay pelletier de Chambéry","Pierre Pugnay","pelletier",,,,,"M"
851,"Petri Rolandi","pannetier de Yolande","Pierre Roland panetier de Yolande","Pierre Roland","panetier","Yolande comtesse de savoie",,,,"M"
827,"Petri Torneri",,"Pierre Torneri","Pierre Torneri",,,,,,"M"
423,"Petro","chevalier","Pierre un chevalier","Pierre","chevalier",,,,,"M"
84,"Petro","clerc","Pierre le clerc","Pierre","clerc",,,,,"M"
460,"Petro","fils du dit Bret magistro ingeniatori","Pierre fils du dit Bret","Pierre","fils","Le dit Bret",,,,"M"
473,"Petro","maître arbalètrier d'A6","Pierre arbalétrier d'Amédée VI","Pierre","arbalétrier","Amédée VI, comte de Savoie",,,,"M"
805,"Petro","valet furi","Pierre valet fourrier d'Amédée VI","Pierre","valet fourrier","Amédée VI, comte de Savoie",,,,"M"
849,"Petro Chaponay","drappier et citoyen de Lyon","Pierre Chaponay drapier et citoyen de Lyon","Pierre Chaponay","drapier",,,,"citoyen","M"
555,"Petro Curbondi",,"Pierre Cubond","Pierre Cubond",,,,,,"M"
128,"Petro de Camera",,"Pierre de Chambre","Pierre de la Chambre",,,,,,"M"
569,"Petro de Machanz","valet du Roi de France","Pierre de Machau valet de Louis X roi de France","Pierre Machau","valet",,,,,"M"
654,"Petro de Mastelo","teotonico militi","Pierre de Mastel theoconico militi","Pierre de Mastel","theoconico militi",,,,,"M"
653,"Petro de Moay","theonico","Pierre de Moay theconico","Pierre de Moays","theoconico",,,,,"M"
65,"Petro de Saravalle","Domino","Pierre de Serraval","Pierre de Serraval",,,,,"seigneur","M"
744,"Petro de Vitriis","Domini","Pierre de Vitri","Pierre de Vitri",,,,,"seigneur","M"
525,"Petro de Yrai",,"Pierre de Yrai","Pierre de Yrai",,,,,,"M"
427,"Petro Galiat","Domino","Pierre Galiat","Pierre Galiat",,,,,"seigneur","M"
450,"Petro Melaneis",,"Pierre Melaneis","Pierre Melaneis",,,,,,"M"
808,"Petro Muleti","pannetier","Pierre Mulet panetier","Pierre Mulet","panetier",,,,,"M"
672,"Petro Nideys","theoconico","Pierre Nideys theoconico","Pierre Nideys","theoconico",,,,,"M"
272,"Petro Tore","Domino","Pierre Tore","Pierre Tore",,,,,"seigneur","M"
603,"Petro Zonaterio","Magistro","Pierre Zonaterio","Pierre Zonaterio",,,,,"maître","M"
712,"Peyreti de Sancto Genesis",,"Peret de Saint-Genix","Peret de Saint-Genix",,,,,,"M"
601,"Philipeto","conciergerio de Gentilli","Philippet concierge de Gentilly d'Amédée V","Philippet","concierge","Amédée V",,,,"M"
614,"Philippi de Secusa","clerc d'A5","Philippe de Suze clerc d'Amédée V","Philippe de Suze","clerc","Amédée V",,,,"M"
108,"Phillipi","écuyer de Dame Beatrix, fille d'A5","Philippe écuyer de Béatrix fille d'Amédée V","Philippe","écuyer","Béatrix de Savoie fille d'Amédée V",,,,"M"
845,"Picardi","marchand de Chambéry","Picard marchand de Chambéry","Picard","marchand",,,,,"M"
876,"Pigneti",,"Pignet","Pignet",,,,,,"M"
368,"Pitit Piero",,"Petit Pierre","Petit Pierre",,,,,,"M"
94,"plusieur personnes","chevaliers","chevalier",,"chevalier",,,,,"M"
579,"plusieures personnes","gardiens des grands chevaux d'A5","gardien des Grands chevaux d'Amédée V",,"gardien des grand chevaux","Amédée V",,,,"M"
699,"plusieurs personnes","arbalètriers de Valence","Arbalétrier de Valence",,,,,,,"M"
402,"plusieurs personnes","associers d'electo d'A6","associé du lecteur d'Amédée VI",,"associer","lecteur d'Amédée VI",,,,"M"
864,"plusieurs personnes","associers de Frère Martino confesseur d'Aymon","associé de frère Martin confesseur d'Aymon",,"associer","Frère Martin confesseur d'Aymon",,,,"M"
901,"plusieurs personnes","associés d'Aymon et Eduardi fils A5","associé d'Aymon et Édouard",,"associer","Aymon comte de savoie",,,,"M"
115,"plusieurs personnes","associés de frère Francisco (mineur)","associé de frère François",,"associer","Frère François franciscain",,,,"M"
416,"plusieurs personnes","bons clercs d'A6","clerc d'Amédée VI",,"clerc","Amédée VI, comte de Savoie",,,,"M"
189,"plusieurs personnes","bons valets d'A5","valet d'Amédée V",,"valet","Amédée V",,,,"M"
486,"plusieurs personnes","bons valets d'A6","valet d'Amédée VI",,"valet","Amédée VI, comte de Savoie",,,,"M"
153,"plusieurs personnes","bons valets de Marie (Contesse)","valet de Marie comtesse de Savoie",,"valet","Marie comtesse de Savoie",,,,"M"
669,"plusieurs personnes","chambrières de Domine Imperatrici","chambrier de Catherine II de Valois-Courtenay impératrice ",,"chambrier","Catherine II de Valois-Courtenay impératrice ",,,,"F"
596,"plusieurs personnes","chantoribus d'A5","chanteur d'Amédée V",,"Chanteur","Amédée V",,,,"M"
96,"plusieurs personnes","chapelains","chapelain",,"chapelain",,,,,"M"
487,"plusieurs personnes","charrotonnis d'A6","charretier d'Amédée VI",,,"Amédée VI, comte de Savoie",,,,"M"
623,"plusieurs personnes","chevalier du Comte Eduardi","chevalier d'Édouard",,"chevalier","Édouard comte de Savoie",,,,"M"
527,"plusieurs personnes","chevaliers d'A5","chevalier d'Amédée V",,"chevalier","Amédée V",,,,"M"
415,"plusieurs personnes","chevaliers d'A6","Chevalier d'Amédée VI",,"chevalier","Amédée VI, comte de Savoie",,,,"M"
687,"plusieurs personnes","chevaliers de Beatrix","chevalier de Béatrix de Savoie fille d'Amédée V",,"chevalier","Béatrix de Savoie fille d'Amédée V",,,,"M"
95,"plusieurs personnes","clercs d'A5","clerc d'Amédée V",,"clerc","Amédée V",,,,"M"
844,"plusieurs personnes","clercs d'Aymon","Clerc d'Aymon",,"clerc","Aymon comte de savoie",,,,"M"
693,"plusieurs personnes","conducteurs d'animaux","conducteur d'animaux",,"conducteur d'animaux",,,,,"M"
142,"plusieurs personnes","conseiller","Conseiller d'Amédée V","Conseiller d'Amédée V","conseiller","Amédée V",,,,"M"
679,"plusieurs personnes","couturier","couturier","couturier",,,,,,"M"
885,"plusieurs personnes","D'autres personnes","plusieurs personnes",,,,,,,"M"
771,"plusieurs personnes","Dames de la cour d'A5","dame de la cour d'Amédée V",,"dame","Amédée V",,,,"F"
98,"plusieurs personnes","Damoiseaux d' A5","damoiseau d'Amédée V",,"damoiseau","Amédée V",,,,
100,"plusieurs personnes","damoiseaux d' Eduardi","damoiseau d'Édouard",,"damoiseau","Édouard comte de Savoie",,,,"M"
529,"plusieurs personnes","Damoiselles cour A5","damoiselle de la cour d'Amédée V",,"damoiselle","Amédée V",,,,"F"
691,"plusieurs personnes","Damoiselles de la Comtesse Blanche","Damoiselle de Blanche comtesse de Savoie",,"damoiselle","Blanche comtesse de Savoie",,,,"F"
154,"plusieurs personnes","Damoiselles de la Contesse Marie","damoiselle de Marie comtesse de Savoie",,"damoiselle","Marie comtesse de Savoie",,,,"F"
515,"plusieurs personnes","Damoiselles de Marie","damoiselle de Marie comtesse de Savoie",,"damoiselle","Marie comtesse de Savoie",,,,"F"
150,"plusieurs personnes","écuyers d'A5","écuyer d'Amédée V",,"écuyer","Amédée V",,,,"M"
417,"plusieurs personnes","écuyers d'A6","écuyer d'Amédée VI",,"écuyer","Amédée VI",,,,"M"
485,"plusieurs personnes","écuyers d'A6","écuyer d'Amédée VI",,"écuyer","Amédée VI",,,,"M"
884,"plusieurs personnes","écuyers d'Aymon","écuyer d'Aymon",,"écuyer","Aymon comte de savoie",,,,"M"
650,"plusieurs personnes","écuyers d'Eduardi","écuyer d'Édouard",,"écuyer","Édouard comte de Savoie",,,,"M"
708,"plusieurs personnes","écuyers d'Egidu Richildi","écuyers d'Egidu Richildi","écuyers d'Egidu Richildi","écuyer",,,,,"M"
688,"plusieurs personnes","écuyers de Beatrix","écuyer de Béatrix de Savoie fille d'Amédée V",,"écuyer","Béatrix de Savoie fille d'Amédée V",,,,"M"
225,"plusieurs personnes","enfants d' Amedeo de Bignino","enfants d'Amédée de Bignin",,,"Amédée de Bignin",,,,"M"
498,"plusieurs personnes","familia de la Comtesse Marie","familia de Marie comtesse de Savoie",,"familia","Marie comtesse de Savoie",,,,
